,Name,Financial Status,Paid at,Fulfillment Status,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem price,Lineitem compare at price,Lineitem fulfillment status,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Tags,Risk Level,Source,Color ,Tax 3 Name,item_quantity
81,#1082,paid,12/22/15 15:02,fulfilled,no,USD,72.0,9.65,0.0,81.65,,0.0,FedEx Ground,12/22/15 15:02,1,72.0,,fulfilled,19 W Granada Ave,19 W Granada Ave,,Knock Knock Inc,Hershey,17033,PA,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, 1+,,1
82,#1083,paid,12/23/15 12:34,fulfilled,yes,USD,252.5,0.0,0.0,252.5,,0.0,Free Shipping (Fedex Ground),12/23/15 12:34,1,252.5,,fulfilled,3721 NE 200TH STREET,3721 NE 200TH STREET,,ARTIZAN,Miami,33180,FL,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, 1+,,1
83,#1084,partially_refunded,,partial,yes,USD,416.0,0.0,0.0,416.0,,0.0,Free Shipping (Fedex Ground),12/23/15 15:59,1,145.5,14.75,fulfilled,22 South White Street,22 South White Street,,Briosa Boutique,Frankfort,60423,IL,US,,,,Shopify Payments,13.0,USJewelryhouse,,Low,web, 1+,,35
84,#1085,partially_refunded,,fulfilled,yes,USD,180.0,11.77,0.0,191.77,,0.0,FedEx Ground,12/23/15 17:25,1,180.0,,fulfilled,"5951 Wellesley Park Drive, Suite 704",5951 Wellesley Park Drive,Suite 704,All about eve,Boca Raton,33433,FL,US,,,,Shopify Payments,11.77,USJewelryhouse,,Low,web, 1+,,1
85,#1086,paid,12/27/15 15:50,fulfilled,yes,USD,67.0,9.65,0.0,76.65,,0.0,FedEx Ground,12/27/15 15:50,1,19.0,,fulfilled,23 cook road,23 cook road,,that little black dress,nutley,7110,NJ,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Rainbow,,7
86,#1087,partially_refunded,,partial,no,USD,106.75,10.96,0.0,117.71,,0.0,FedEx Ground,12/28/15 17:26,1,3.0,,fulfilled,"8401 NW 17th Street, #22-11686",8401 NW 17th Street,#22-11686,The Finishing Touch,Miami,33126,FL,US,,,,Shopify Payments,7.0,Vera,,Low,web, Rhodium,,22
87,#1088,paid,12/29/15 13:37,fulfilled,yes,USD,254.42,0.0,0.0,254.42,,0.0,Free Shipping (Fedex Ground),12/29/15 13:37,12,3.38,,fulfilled,1836 E. Elizabeth Ave,1836 E. Elizabeth Ave,,Runaway,Linden,7036,NJ,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Gold 12+,,76
88,#1089,partially_refunded,,partial,yes,USD,198.0,10.96,0.0,208.96,,0.0,FedEx Ground,12/30/15 12:49,1,8.25,8.75,fulfilled,3050 n university dr,3050 n university dr,,car wash cafe,sunrise,33322,FL,US,,,,Shopify Payments,13.25,USJewelryhouse,,Low,web, Black,,41
89,#1090,refunded,12/31/15 9:53,unfulfilled,yes,USD,89.25,9.65,0.0,98.9,,0.0,FedEx Ground,12/31/15 9:53,1,6.25,9.5,pending,25 Cumberland Rd,25 Cumberland Rd,,Direct Jewelry,Reading,1867,MA,US,CVV incorrect - Canceled order,,,Shopify Payments,98.9,USJewelryhouse,,Low,web, Brown,,19
90,#1091,partially_refunded,,fulfilled,yes,USD,89.25,9.65,0.0,98.9,,0.0,FedEx Ground,12/31/15 11:05,1,89.25,,fulfilled,25 Cumberland Rd,25 Cumberland Rd,,Direct Jewelry,Reading,1867,MA,US,,,,Shopify Payments,29.5,USJewelryhouse,,Low,web, 1+,,1
91,#1092,paid,12/31/15 11:21,fulfilled,yes,USD,39.0,9.65,0.0,48.65,,0.0,FedEx Ground,12/31/15 11:21,1,39.0,,fulfilled,19 W Granada Ave,19 W Granada Ave,,Knock Knock Inc,Hershey,17033,PA,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, 1+,,1
92,#1093,paid,12/31/15 14:49,fulfilled,yes,USD,74.0,9.65,0.0,83.65,,0.0,FedEx Ground,12/31/15 14:49,1,74.0,,fulfilled,148 Brighton Ave,148 Brighton Ave,,Back on the Racks,Long Branch,7740,NJ,US,"Thank you so much Gina! If you remember I want paw print jewelry whenever you get in any. I will check back again.
Happy New Year!!!
Christine",,,Shopify Payments,0.0,USJewelryhouse,,Low,web, 1+,,1
93,#1094,partially_refunded,,partial,yes,USD,757.05,0.0,0.0,757.05,,0.0,Free Shipping (Fedex Ground),1/2/16 0:13,2,7.25,,fulfilled,18101 Collins Ave.  #607,18101 Collins Ave.  #607,,Mia Jewels,Sunny Isles Beach,33160,FL,US,,,,Shopify Payments,146.1,Dorothy,,Low,web, Gray,,121
94,#1095,paid,1/2/16 12:03,fulfilled,yes,USD,59.5,10.77,0.0,70.27,,0.0,FedEx Ground,1/2/16 12:03,1,5.0,9.5,fulfilled,908 Glenview Dr,908 Glenview Dr,,Refresh with Style,Huron,44839,OH,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Black Diamond,,12
95,#1096,partially_refunded,,partial,yes,USD,43.75,9.65,0.0,53.4,,0.0,FedEx Ground,1/2/16 12:29,1,9.5,,pending,166 bridgeport ave,166 bridgeport ave,,Deja vu consignments and gifts,milford,6461,CT,US,,,,PayPal Express Checkout,35.15,D&Y,,Low,web, Black,,7
96,#1097,paid,1/4/16 14:33,fulfilled,no,USD,324.0,0.0,0.0,324.0,,0.0,Free Shipping (Fedex Ground),1/4/16 14:33,24,6.75,,fulfilled,"5951 Wellesley Park Drive, 704",5951 Wellesley Park Drive,704,All about eve,Boca Raton,33433,FL,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Multi 12+,,48
97,#1098,partially_refunded,,partial,no,USD,212.0,10.11,0.0,222.11,,0.0,FedEx Ground,1/5/16 9:00,1,4.0,,fulfilled,43 Samworth Rd,43 Samworth Rd,,NES Group,Clifton,7012,NJ,US,,,,Shopify Payments,4.5,vera,,Low,web, Rhodium,,37
98,#1099,paid,1/5/16 18:06,fulfilled,yes,USD,29.5,12.88,0.0,42.38,,0.0,FedEx Ground,1/5/16 18:06,2,4.5,,fulfilled,"1362 Vineyard St, 2093",1362 Vineyard St,2093,Haywood,Mesa,85210,AZ,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Turquoise,,6
99,#1100,partially_refunded,,partial,yes,USD,215.75,19.03,0.0,234.78,,0.0,UPS Ground,1/6/16 9:38,1,3.0,,fulfilled,"95 SOCKANOSSET CROSS ROAD, SUITE 305",95 SOCKANOSSET CROSS ROAD,SUITE 305,JUST JULEZ,CRANSTON,2920,RI,US,"PLEASE EXPEDITE THIS ORDER AND SHIPT TODAY 1.6.16:  UTILIZE MY UPS ACCOUNT NUMBER; I AM IN RHODE ISLAND SO SHIP UPS - GROUND  USE ACT # RE8477 - I WILL RECEIVE TOMORROW IF SHIPPED TODAY  THANKYOU
LINDA
JUST JULEZ",,,Shopify Payments,41.03,ruff-skch,,Low,web, Blue,,51
100,#1101,paid,1/6/16 16:23,fulfilled,yes,USD,135.0,10.11,0.0,145.11,,0.0,FedEx Ground,1/6/16 16:23,3,15.0,,fulfilled,242 Meadow Lane,242 Meadow Lane,,The Jewel Bar,Middletown,2842,RI,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Black,,9
101,#1102,paid,1/7/16 16:26,fulfilled,yes,USD,375.0,157.37,0.0,532.37,,0.0,FedEx International Economy,1/7/16 16:26,1,375.0,,fulfilled,"30 Calle Islandia, Flamboyan Gardens",30 Calle Islandia,Flamboyan Gardens,Alonson Sobrino,Bayamon,959,PR,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, 1+,,1
102,#1103,paid,1/8/16 21:00,fulfilled,yes,USD,81.75,11.24,0.0,92.99,,0.0,FedEx Ground,1/8/16 21:00,1,5.0,,fulfilled,1745 Blalock st ,1745 Blalock st ,,G.jewelry,Mount pleasant ,29466,SC,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Brown,,16
103,#1104,partially_refunded,,unfulfilled,yes,USD,1509.6,0.0,0.0,1509.6,,0.0,Free Shipping (Fedex Ground),1/9/16 14:35,6,3.5,,pending,18101 Collins Ave.  #607,18101 Collins Ave.  #607,,Mia Jewels,Sunny Isles Beach,33160,FL,US,,,,Shopify Payments,413.52,USJewelryhouse,,Low,web, Gold,,224
104,#1105,partially_refunded,,partial,yes,USD,82.25,10.11,0.0,92.36,,0.0,FedEx Ground,1/11/16 11:19,2,7.25,,pending,51 Gamewood Rd,51 Gamewood Rd,,Tryst Boutique ,Levittown,19057,PA,US,,,,PayPal Express Checkout,14.5,andante,,Low,web, Gold,,15
105,#1106,paid,1/12/16 11:11,fulfilled,yes,USD,114.5,10.75,0.0,125.25,,0.0,FedEx Ground,1/12/16 11:11,2,4.5,,fulfilled,3560 roland drive,3560 roland drive,,just call kara,bloomfield,48301,MI,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Gray,,17
106,#1107,paid,1/12/16 14:21,fulfilled,yes,USD,42.0,10.11,0.0,52.11,,0.0,FedEx Ground,1/12/16 14:21,1,42.0,,fulfilled,19 cedar rd,19 cedar rd,,Dazzle Candy,Pompton plains,07444-1430,NJ,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web,,,1
107,#1108,paid,1/12/16 14:40,fulfilled,yes,USD,3.0,10.11,0.0,13.11,,0.0,FedEx Ground,1/12/16 14:40,1,3.0,,fulfilled,2070 Ocean Parkway,2070 Ocean Parkway,,Nina Hazan,Brooklyn,11223,NY,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, 1+,,1
108,#1109,partially_refunded,,partial,no,USD,158.0,11.24,0.0,169.24,,0.0,FedEx Ground,1/13/16 12:12,1,7.5,,fulfilled,994 Breckenridge Lane,994 Breckenridge Lane,,Shaheens Department Store,Louisville,40207,KY,US,,,,Shopify Payments,10.25,USJewelryhouse,,Low,web, Turquoise,,30
109,#1110,paid,1/14/16 10:59,fulfilled,yes,USD,91.75,11.24,0.0,102.99,,0.0,FedEx Ground,1/14/16 10:59,1,4.75,,fulfilled,301 Cedar Ave. N.,301 Cedar Ave. N.,,Kristi's,Owatonna,55060,MN,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Blue,,12
110,#1111,partially_refunded,,partial,yes,USD,300.0,0.0,0.0,300.0,,0.0,Free Shipping (Fedex Ground),1/15/16 13:05,2,3.0,,fulfilled,1695 W. INDIANTOWN RD. SUITE 15,1695 W. INDIANTOWN RD. SUITE 15,,LORALYN HANDBAGS,JUPITER,33458,FL,US,,,,Shopify Payments,25.25,vera,,Low,web, 1+,,53
111,#1112,partially_refunded,,partial,yes,USD,305.5,0.0,0.0,305.5,,0.0,Free Shipping (Fedex Ground),1/15/16 15:18,1,4.5,,fulfilled,32 Crockett Neck Road,32 Crockett Neck Road,,Me & Me,Kittery Point,3905,ME,US,,,,PayPal Express Checkout,37.5,USJewelryhouse,,Low,web, Ivory,,49
112,#1113,refunded,1/15/16 16:06,unfulfilled,yes,USD,205.75,11.24,0.0,216.99,,0.0,FedEx Ground,1/15/16 16:06,1,7.0,,pending,994 Breckenridge Lane,994 Breckenridge Lane,,Shaheens Department Store,Louisville,40207,KY,US,,,1/15/16 16:51,Shopify Payments,216.99,POMINA,,Low,web, Light Green,,33
113,#1114,paid,1/16/16 12:12,fulfilled,no,USD,27.75,10.11,0.0,37.86,,0.0,FedEx Ground,1/16/16 12:12,1,27.75,,fulfilled,19 cedar rd,19 cedar rd,,Dazzle Candy,Pompton plains,07444-1430,NJ,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web,,,1
114,#1115,paid,1/17/16 17:16,fulfilled,yes,USD,195.0,10.11,0.0,205.11,,0.0,FedEx Ground,1/17/16 17:16,6,7.0,,fulfilled,145 Main St,145 Main St,,Lilac Bijoux,Annapolis,21401,MD,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Ivory,,34
115,#1116,partially_refunded,,partial,yes,USD,86.75,10.11,0.0,96.86,,0.0,FedEx Ground,1/18/16 15:20,1,4.75,,fulfilled,1725 pontiac ave,1725 pontiac ave,,gennaro inc.,cranston,2920,RI,US,,,,Shopify Payments,12.25,USJewelryhouse,,Low,web, Rhodium,,14
116,#1117,partially_refunded,,partial,yes,USD,166.75,11.56,0.0,178.31,,0.0,FedEx Ground,1/18/16 20:18,2,2.75,,fulfilled,11609 Knox Street,11609 Knox Street,,The Jewelry Boutique,Overland Park,66210,KS,US,,,,Shopify Payments,22.25,USJewelryhouse,,Low,web, Gold,,33
117,#1118,partially_refunded,,fulfilled,yes,USD,550.88,0.0,0.0,550.88,,0.0,Free Shipping (Fedex Ground),1/18/16 21:48,12,5.85,,fulfilled,214 N. Main Street,214 N. Main Street,,TommyandMe,Mitchell,57301,SD,US,,,,Shopify Payments,29.25,USJewelryhouse,,Low,web, Black 12+,,78
118,#1119,paid,1/18/16 22:15,fulfilled,yes,USD,48.5,10.11,0.0,58.61,,0.0,FedEx Ground,1/18/16 22:15,1,6.0,,fulfilled,44 Lake dr west,44 Lake dr west,,Dazzle Candy,wayne,7470,NJ,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, Oatmeal,,5
119,#1120,partially_refunded,,partial,yes,USD,223.75,11.24,0.0,234.99,,0.0,FedEx Ground,1/19/16 16:56,1,11.5,,fulfilled,994 Breckenridge Lane,994 Breckenridge Lane,,Shaheens Department Store,Louisville,40207,KY,US,,,,Shopify Payments,18.0,ruff-skch,,Low,web, Blue,,37
120,#1121,partially_refunded,,partial,yes,USD,112.25,10.11,0.0,122.36,,0.0,FedEx Ground,1/19/16 21:34,1,7.75,,fulfilled,25 Cumberland Rd,25 Cumberland Rd,,Direct Jewelry,Reading,1867,MA,US,,,,Shopify Payments,3.25,USJewelryhouse,,Low,web, Peach,,21
121,#1122,partially_refunded,,partial,yes,USD,273.5,0.0,0.0,273.5,,0.0,Free Shipping (Fedex Ground),1/20/16 12:15,1,3.0,,fulfilled,112 E. Main St.,112 E. Main St.,,Jenson's,Anoka,55303,MN,US,,,,Shopify Payments,11.0,andante,,Low,web, Silver,,44
122,#1123,partially_refunded,,partial,yes,USD,76.5,10.11,0.0,86.61,,0.0,FedEx Ground,1/20/16 16:26,1,4.5,6.5,fulfilled,21 white deer plaza,21 white deer plaza,,Phyllis Trading Corp,Sparta,7871,NJ,US,,,,Shopify Payments,6.0,USJewelryhouse,,Low,web, Brown,,13
123,#1124,paid,1/20/16 17:09,fulfilled,yes,USD,65.25,11.24,0.0,76.49,,0.0,FedEx Ground,1/20/16 17:09,1,3.75,,fulfilled,301 Cedar Ave. N.,301 Cedar Ave. N.,,Kristi's,Owatonna,55060,MN,US,,,,Shopify Payments,0.0,romance,,Low,web, Black,,11
124,#1125,partially_refunded,,partial,yes,USD,252.5,10.11,0.0,262.61,,0.0,FedEx Ground,1/21/16 14:12,1,6.75,9.0,fulfilled,6910 Dorset place,6910 Dorset place,,Sterling Impressions,Baltimore,21215,MD,US,,,,Shopify Payments,40.0,USJewelryhouse,,Low,web, Black,,46
125,#1126,paid,1/21/16 20:34,fulfilled,yes,USD,134.0,10.75,0.0,144.75,,0.0,FedEx Ground,1/21/16 20:34,2,7.0,9.0,fulfilled,3560 roland drive,3560 roland drive,,just call kara,bloomfield,48301,MI,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Aqua,,19
126,#1127,partially_refunded,,partial,yes,USD,36.0,10.11,0.0,46.11,,0.0,FedEx Ground,1/22/16 14:01,1,6.0,,fulfilled,19 cedar rd,19 cedar rd,,dazzle candy boutique,Pompton plains,07444-1430,NJ,US,,,,PayPal Express Checkout,6.0,USJewelryhouse,,Low,web, Coral,,6
127,#1128,partially_refunded,,partial,yes,USD,297.0,0.0,0.0,297.0,,0.0,Free Shipping (Fedex Ground),1/25/16 14:28,5,4.0,,pending,108 Runningdeer Dr,108 Runningdeer Dr,,ALTA CHIC,Mooresville,28117-8160,NC,US,,,,PayPal Express Checkout,87.0,MissC,,Low,web, 1+,,62
128,#1129,partially_refunded,,partial,yes,USD,196.25,10.11,0.0,206.36,,0.0,FedEx Ground,1/26/16 10:27,1,5.25,,fulfilled,"7262 Cradle rock way, upper level",7262 Cradle rock way,upper level,Tresses Unlimited ,Columbia,21045,MD,US,,,,Shopify Payments,25.5,USJewelryhouse,,Low,web, Black,,46
129,#1130,partially_refunded,,partial,yes,USD,500.25,0.0,0.0,500.25,,0.0,Free Shipping (Fedex Ground),1/26/16 11:32,1,3.75,,fulfilled,2920 E Colfax Avenue,2920 E Colfax Avenue,,"File-n-Style, Inc.",Denver,80206,CO,US,,,,Shopify Payments,62.0,USJewelryhouse,,Low,web, Black,,78
130,#1131,partially_refunded,,partial,yes,USD,53.25,10.75,0.0,64.0,,0.0,FedEx Ground,1/26/16 11:55,1,6.0,9.5,fulfilled,"1228 guilford college road, 106",1228 guilford college road,106,allstate,jamestown,27282,NC,US,,,,Shopify Payments,10.0,USJewelryhouse,,Low,web, Gold,,9
131,#1132,partially_refunded,,fulfilled,yes,USD,108.0,11.56,0.0,119.56,,0.0,FedEx Ground,1/26/16 12:07,1,108.0,,fulfilled,3721 NE 200TH STREET,3721 NE 200TH STREET,,ARTIZAN,Miami,33180,FL,US,,,,Shopify Payments,11.56,USJewelryhouse,,Low,web,,,1
132,#1133,partially_refunded,,partial,yes,USD,427.31,0.0,0.0,427.31,,0.0,Free Shipping (Fedex Ground),1/27/16 0:30,12,5.85,,fulfilled,214 N. Main Street,214 N. Main Street,,TommyandMe,Mitchell,57301,SD,US,,,,Shopify Payments,49.75,USJewelryhouse,,Low,web, Multi 12+,,70
133,#1134,partially_refunded,,fulfilled,yes,USD,10.0,10.75,0.0,20.75,,0.0,FedEx Ground,1/27/16 12:05,2,5.0,,fulfilled,"1228 guilford college road, 106",1228 guilford college road,106,allstate,jamestown,27282,NC,US,,,,Shopify Payments,10.75,USJewelryhouse,,Low,web, Red,,2
134,#1135,paid,1/28/16 13:24,fulfilled,yes,USD,89.0,10.11,0.0,99.11,,0.0,FedEx Ground,1/28/16 13:24,1,3.0,,fulfilled,44 lake drive west,44 lake drive west,,dazzle candy boutique,wayne,7470,NJ,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, Rhodium,,7
135,#1136,partially_refunded,,partial,yes,USD,163.75,10.11,0.0,173.86,,0.0,FedEx Ground,1/28/16 17:03,1,3.25,,fulfilled,476 Linden Avenue,476 Linden Avenue,,dejaluboutique LLC,Buffalo,14216,NY,US,,,,Shopify Payments,3.25,USJewelryhouse,,Low,web,Multi and Beads Bracelet ,,38
136,#1137,paid,1/29/16 15:29,fulfilled,yes,USD,39.0,10.75,0.0,49.75,,0.0,FedEx Ground,1/29/16 15:29,1,39.0,,fulfilled,414 N Main St,414 N Main St,,The Clothing Cove,Milford,48380,MI,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web,,,1
137,#1138,partially_refunded,,fulfilled,yes,USD,6.5,10.75,0.0,17.25,,0.0,FedEx Ground,1/29/16 15:40,1,6.5,,fulfilled,414 N Main St,414 N Main St,,The Clothing Cove,Milford,48380,MI,US,,,,Shopify Payments,10.75,USJewelryhouse,,Low,web,,,1
138,#1139,paid,1/30/16 0:54,fulfilled,yes,USD,31.0,10.11,0.0,41.11,,0.0,FedEx Ground,1/30/16 0:54,4,7.75,,fulfilled,"6505 Park Ave., Ste. 2R","6505 Park Ave., Ste. 2R",,Prosper's Journey,West New York,7093,NJ,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, 1+,,4
139,#1140,partially_refunded,,partial,no,USD,35.0,10.11,0.0,45.11,,0.0,FedEx Ground,1/30/16 14:42,1,8.5,,fulfilled,708 naple ave,708 naple ave,,dimare fashion,franklin square,11010,NY,US,,,,Shopify Payments,16.5,USJewelryhouse,,Low,web, 1+,,5
140,#1141,partially_refunded,,partial,yes,USD,41.75,11.24,0.0,52.99,,0.0,FedEx Ground,1/31/16 5:48,1,3.75,,fulfilled,1616 W. EASTBROOK COURT,1616 W. EASTBROOK COURT,,JHCC GIFT SHOP,MEQUON,53092,WI,US,,,,PayPal Express Checkout,12.0,USJewelryhouse,,Low,web, Multi,,8
141,#1142,partially_refunded,,fulfilled,yes,USD,2190.6,0.0,0.0,2190.6,,0.0,Free Shipping (Fedex Ground),2/1/16 13:35,1,2190.6,,fulfilled,"109 W Fourth St, Suite D",109 W Fourth St,Suite D,Haystacks,Suttons Bay,49682,MI,US,,,,Shopify Payments,75.0,USJewelryhouse,,Low,web,,,1
142,#1143,partially_refunded,,partial,no,USD,298.25,11.21,0.0,309.46,,0.0,FedEx Ground,2/1/16 16:17,2,5.75,,fulfilled,1705 S. Prospect,1705 S. Prospect,,art mart,champaign,61820,IL,US,,,,Shopify Payments,15.0,dorothy,,Low,web, Turquoise,,57
143,#1144,partially_refunded,,partial,yes,USD,50.5,10.08,0.0,60.58,,0.0,FedEx Ground,2/1/16 16:42,1,4.5,,fulfilled,11 Timbercrest Lane,11 Timbercrest Lane,,Express It Sweetly,South Setauket,11720,NY,US,,,,PayPal Express Checkout,9.5,USJewelryhouse,,Low,web, Black Diamond,,10
144,#1145,partially_refunded,,fulfilled,yes,USD,226.8,14.07,0.0,240.87,,0.0,FedEx Ground,2/4/16 13:33,1,226.8,,fulfilled,"109 W Fourth St, Suite D",109 W Fourth St,Suite D,Haystacks,Suttons Bay,49682,MI,US,,,,Shopify Payments,6.57,USJewelryhouse,,Low,web,,,1
145,#1146,partially_refunded,,partial,yes,USD,1391.35,0.0,0.0,1391.35,,0.0,Free Shipping (Fedex Ground),2/4/16 15:44,3,2.5,,partial,738 Turner ave,738 Turner ave,,Gary Charles salon ,Drexel hill ,19026,PA,US,,,,Shopify Payments,134.8,USJewelryhouse,,Low,web, 1+,,234
146,#1147,refunded,2/5/16 11:55,unfulfilled,yes,USD,291.0,0.0,0.0,291.0,,0.0,Free Shipping (Fedex Ground),2/5/16 11:55,6,4.5,,pending,10 High ridge Rd,10 High ridge Rd,,SHELALA,wilton,6897,CT,US,,,2/5/16 12:13,Shopify Payments,291.0,Dorothy,,Low,web, White,,50
147,#1148,partially_refunded,,unfulfilled,no,USD,277.5,0.0,0.0,277.5,,0.0,Free Shipping (Fedex Ground),2/5/16 22:30,2,3.0,,pending,61 Tomahawk Lane,61 Tomahawk Lane,,Breckenridge Hat Company,Breckenridge,80424,CO,US,,,,Shopify Payments,5.0,USJewelryhouse,,Low,web, Rhodium,,57
148,#1149,paid,2/9/16 14:57,fulfilled,yes,USD,1128.6,0.0,0.0,1128.6,,0.0,Free Shipping (Fedex Ground),2/9/16 14:57,1,1128.6,,fulfilled,"109 W Fourth St, Suite D",109 W Fourth St,Suite D,Haystacks,Suttons Bay,49682,MI,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web,,,1
149,#1150,partially_refunded,,partial,yes,USD,233.25,11.54,0.0,244.79,,0.0,FedEx Ground,2/9/16 17:10,2,3.0,,fulfilled,17269 Hampton Blvd,17269 Hampton Blvd,,Michele Popper,Boca Raton ,33496,FL,US,No Signature Required - Write on the box please,,,PayPal Express Checkout,10.0,USJewelryhouse,,Low,web, Mint,,30
150,#1151,partially_refunded,,partial,yes,USD,387.0,0.0,0.0,387.0,,0.0,Free Shipping (Fedex Ground),2/11/16 17:29,2,3.75,3.75,fulfilled,"108 Main Ave E, PO Box 609",108 Main Ave E,PO Box 609,"Golden Rule, Inc",Rolla,58367,ND,US,,,,Shopify Payments,21.5,USJewelryhouse,,Low,web, Black,,61
151,#1152,partially_refunded,,partial,yes,USD,99.75,10.08,0.0,109.83,,0.0,FedEx Ground,2/12/16 9:03,1,3.75,,pending,25 Cumberland Rd,25 Cumberland Rd,,Direct Jewelry,Reading,1867,MA,US,,,,Shopify Payments,19.25,USJewelryhouse,,Low,web, 1+,,19
152,#1153,paid,2/12/16 17:51,unfulfilled,yes,USD,184.25,11.8,0.0,196.05,,0.0,FedEx Ground,2/12/16 17:51,3,8.25,,pending,40817 Garfield Rd,40817 Garfield Rd,,Glitz & Ears,Clinton Township,48038,MI,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Turquoise,,10
153,#1154,partially_refunded,,partial,yes,USD,251.75,0.0,0.0,251.75,,0.0,Free Shipping (Fedex Ground),2/14/16 15:31,1,9.5,9.5,fulfilled,31 rosemere rd,31 rosemere rd,,plush hair studio,ballston lake,12019,NY,US,,,,Shopify Payments,73.25,D&Y,,Low,web, Gray,,48
154,#1155,partially_refunded,,partial,yes,USD,254.75,0.0,0.0,254.75,,0.0,Free Shipping (Fedex Ground),2/15/16 7:48,1,4.75,9.75,fulfilled,706 howe street,706 howe street,,jlb accessories ,point pleasant ,8742,NJ,US,,,,Shopify Payments,18.5,USJewelryhouse,,Low,web, Turquoise,,36
155,#1156,partially_refunded,,partial,yes,USD,97.0,14.07,0.0,111.07,,0.0,FedEx Ground,2/15/16 18:38,1,10.0,,fulfilled,3417 Guyton Lane,3417 Guyton Lane,,DNJ SALES,Leland,28451,NC,US,,,,Shopify Payments,17.5,USJewelryhouse,,Low,web, Multi,,12
156,#1157,partially_refunded,,partial,yes,USD,217.75,50.0,0.0,267.75,,0.0,FedEx International Economy,2/16/16 15:23,1,6.0,,fulfilled,"autopista Ramon Caceres Plaza Sunrise 124, 125","autopista Ramon Caceres Plaza Sunrise 124, 125",,Tienda Jacys,Moca,56000,,DO,,,,Shopify Payments,79.75,USJewelryhouse,,Low,web,4,,38
157,#1158,refunded,2/16/16 15:47,unfulfilled,yes,USD,301.0,10.08,0.0,311.08,,0.0,FedEx Ground,2/16/16 15:47,2,3.5,9.5,pending,2360 west joppa road,2360 west joppa road,,craft concepts,LUTHERVILLE,21093,MD,US,,,2/17/16 14:37,Shopify Payments,311.08,ruff-skch,,Low,web, White,,56
158,#1159,partially_refunded,,partial,yes,USD,296.5,0.0,0.0,296.5,,0.0,Free Shipping (Fedex Ground),2/17/16 12:22,2,8.75,9.5,partial,2360 west joppa,2360 west joppa,,craft concepts,timonium,21093,MD,US,,,,Shopify Payments,33.75,romance,,Low,web, Peach,,54
159,#1160,partially_refunded,,partial,yes,USD,140.5,10.72,0.0,151.22,,0.0,FedEx Ground,2/17/16 17:26,1,8.75,,fulfilled,39831 Grandriver,39831 Grandriver,,Gina Agosta Inc.,novi,48375,MI,US,,,,Shopify Payments,60.0,USJewelryhouse,,Low,web, Silver,,23
160,#1161,partially_refunded,,partial,yes,USD,90.75,10.08,0.0,100.83,,0.0,FedEx Ground,2/18/16 13:26,1,4.75,,pending,706 howe street,706 howe street,,jlb accessories ,point pleasant ,8742,NJ,US,,,,Shopify Payments,14.5,USJewelryhouse,,Low,web, Pink,,11
161,#1162,partially_refunded,,partial,yes,USD,250.25,0.0,0.0,250.25,,0.0,Free Shipping (Fedex Ground),2/18/16 18:26,1,4.0,,fulfilled,476 Linden Avenue,476 Linden Avenue,,Dejaluboutique LLC,Buffalo,14216,NY,US,,,,Shopify Payments,154.0,USJewelryhouse,,Low,web, Size7,,59
162,#1163,pending,,unfulfilled,yes,USD,86.75,10.08,0.0,96.83,,0.0,FedEx Ground,2/20/16 11:25,1,11.5,,pending,1239 Broadway,1239 Broadway,,JackieZ,New York,10001,NY,US,,,2/20/16 11:28,Cash on Delivery (COD),0.0,USJewelryhouse,magicshow,Low,web, Ivory,,17
